FIPS_STATE,FIPS_COUNTY,FIPS_PLACE
34,41,77300
34,41,80570
36,1,99001
36,1,1000
36,1,1517
36,1,16749
36,1,17332
36,1,30521
36,1,46536
36,1,60675
36,1,77684
36,1,78674
36,1,6211
36,1,6354
36,1,16694
36,1,17343
36,1,30532
36,1,31104
36,1,40002
36,1,50672
36,1,61181
36,1,79851
36,3,99003
36,3,1198
36,3,1440
36,3,2143
36,3,2176
36,3,5815
36,3,7190
36,3,12177
36,3,19356
36,3,61434
36,3,79092
36,3,1209
36,3,1319
36,3,1429
36,3,1451
36,3,2011
36,3,2154
36,3,2187
36,3,5573
36,3,6717
36,3,7201
36,3,11253
36,3,12243
36,3,13475
36,3,15990
36,3,19367
36,3,27705
36,3,28563
36,3,29905
36,3,30994
36,3,36112
36,3,37297
36,3,50375
36,3,64166
36,3,65772
36,3,78201
36,3,79103
36,3,79202
36,3,82095
36,3,82623
36,7,99007
36,7,6607
36,7,20346
36,7,24515
36,7,38748
36,7,42642
36,7,59245
36,7,81831
36,7,82524
36,7,4429
36,7,6618
36,7,15110
36,7,17046
36,7,17772
36,7,20588
36,7,25604
36,7,39837
36,7,42653
36,7,44611
36,7,49396
36,7,65112
36,7,75319
36,7,76056
36,7,77255
36,7,82535
36,9,99009
36,9,1286
36,9,13024
36,9,20115
36,9,24020
36,9,27331
36,9,29630
36,9,42829
36,9,54716
36,9,59498
36,9,64749
36,9,68891
36,9,1297
36,9,2759
36,9,12661
36,9,16903
36,9,17684
36,9,19840
36,9,22678
36,9,24031
36,9,25340
36,9,27342
36,9,27441
36,9,30257
36,9,34946
36,9,36123
36,9,37825
36,9,41982
36,9,42840
36,9,43896
36,9,44237
36,9,45161
36,9,49462
36,9,49880
36,9,54727
36,9,55783
36,9,57298
36,9,57331
36,9,59509
36,9,60587
36,9,60950
36,9,64760
36,9,69870
36,9,84055
36,11,99011
36,11,3078
36,11,3188
36,11,12958
36,11,13068
36,11,24988
36,11,46646
36,11,48296
36,11,59212
36,11,76155
36,11,79015
36,11,3166
36,11,10297
36,11,12969
36,11,17849
36,11,26231
36,11,28673
36,11,37660
36,11,41740
36,11,43071
36,11,46602
36,11,48131
36,11,48307
36,11,51198
36,11,55871
36,11,65816
36,11,66278
36,11,66443
36,11,70376
36,11,71146
36,11,72037
36,11,73770
36,11,77024
36,11,77420
36,13,99013
36,13,5848
36,13,8488
36,13,12749
36,13,13288
36,13,15187
36,13,21105
36,13,25164
36,13,27419
36,13,38264
36,13,41069
36,13,46239
36,13,56231
36,13,66949
36,13,67411
36,13,67488
36,13,79939
36,13,2605
36,13,11451
36,13,12639
36,13,13860
36,13,14069
36,13,15198
36,13,16595
36,13,21116
36,13,23976
36,13,23998
36,13,24053
36,13,27606
36,13,28838
36,13,32050
36,13,32248
36,13,39507
36,13,47592
36,13,52155
36,13,58926
36,13,58981
36,13,59421
36,13,61885
36,13,66916
36,13,66960
36,13,71476
36,13,77530
36,13,79950
36,15,99015
36,15,24229
36,15,24251
36,15,35694
36,15,47427
36,15,76881
36,15,79081
36,15,2781
36,15,4132
36,15,6475
36,15,12947
36,15,15077
36,15,24240
36,15,24636
36,15,35705
36,15,69617
36,15,76892
36,15,77310
36,17,99017
36,17,342
36,17,4033
36,17,30411
36,17,49946
36,17,53979
36,17,55948
36,17,66883
36,17,68099
36,17,353
36,17,4044
36,17,17486
36,17,18619
36,17,28739
36,17,30422
36,17,31148
36,17,42411
36,17,44127
36,17,49957
36,17,53297
36,17,53990
36,17,55717
36,17,55959
36,17,57507
36,17,58288
36,17,58772
36,17,59817
36,17,66894
36,17,68055
36,17,68110
36,19,99019
36,19,13739
36,19,19642
36,19,58574
36,19,63979
36,19,1583
36,19,3221
36,19,5485
36,19,6761
36,19,13750
36,19,14113
36,19,16397
36,19,19653
36,19,23921
36,19,48252
36,19,57375
36,19,58585
36,19,65211
36,19,65717
36,21,99021
36,21,14003
36,21,35969
36,21,39562
36,21,57639
36,21,76617
36,21,2099
36,21,3287
36,21,12056
36,21,14014
36,21,16045
36,21,16177
36,21,18102
36,21,28068
36,21,28772
36,21,28871
36,21,30565
36,21,34748
36,21,39573
36,21,42917
36,21,50452
36,21,71443
36,21,71850
36,21,73077
36,23,99023
36,23,18388
36,23,35276
36,23,44193
36,23,45392
36,23,15748
36,23,18421
36,23,19499
36,23,27496
36,23,32160
36,23,35287
36,23,41300
36,23,45403
36,23,59773
36,23,65915
36,23,68264
36,23,73220
36,23,75550
36,23,77596
36,23,81963
36,25,99025
36,25,20126
36,25,26209
36,25,27221
36,25,31940
36,25,34979
36,25,45557
36,25,67334
36,25,70618
36,25,78036
36,25,2132
36,25,7597
36,25,16793
36,25,19763
36,25,20137
36,25,20357
36,25,27232
36,25,31698
36,25,31951
36,25,32281
36,25,40068
36,25,45964
36,25,46624
36,25,47031
36,25,64001
36,25,67345
36,25,70629
36,25,74111
36,25,78047
36,27,99027
36,27,5100
36,27,25967
36,27,47273
36,27,47361
36,27,56814
36,27,59641
36,27,60895
36,27,61346
36,27,74023
36,27,78168
36,27,1693
36,27,5452
36,27,16408
36,27,20819
36,27,21996
36,27,25978
36,27,37209
36,27,40299
36,27,47207
36,27,51891
36,27,56825
36,27,58156
36,27,58695
36,27,59652
36,27,60905
36,27,61357
36,27,70662
36,27,76166
36,27,78157
36,27,78388
36,29,99029
36,29,441
36,29,1088
36,29,2198
36,29,6849
36,29,11000
36,29,20313
36,29,21589
36,29,25428
36,29,31643
36,29,39232
36,29,40189
36,29,41135
36,29,51792
36,29,55266
36,29,67686
36,29,70442
36,29,74166
36,29,82084
36,29,1099
36,29,2000
36,29,3199
36,29,7454
36,29,7894
36,29,15011
36,29,15825
36,29,16870
36,29,17200
36,29,17585
36,29,23415
36,29,24130
36,29,24801
36,29,29828
36,29,31654
36,29,35122
36,29,41146
36,29,45601
36,29,50716
36,29,51803
36,29,55277
36,29,65277
36,29,75000
36,29,77871
36,29,80918
36,31,99031
36,31,40761
36,31,15330
36,31,19246
36,31,23833
36,31,24768
36,31,38396
36,31,39067
36,31,42114
36,31,47669
36,31,48428
36,31,50144
36,31,51935
36,31,53077
36,31,64529
36,31,65629
36,31,73891
36,31,80775
36,31,82271
36,31,82315
36,33,99033
36,33,10286
36,33,11154
36,33,13981
36,33,44710
36,33,65233
36,33,75671
36,33,75676
36,33,4319
36,33,5716
36,33,7278
36,33,7839
36,33,8213
36,33,11165
36,33,13992
36,33,17871
36,33,20610
36,33,20973
36,33,26737
36,33,27243
36,33,32314
36,33,44721
36,33,47933
36,33,65178
36,33,78795
36,33,81215
36,35,99035
36,35,8422
36,35,29443
36,35,38781
36,35,46206
36,35,53770
36,35,6882
36,35,8433
36,35,12573
36,35,24603
36,35,38792
36,35,46217
36,35,51407
36,35,55101
36,35,57353
36,35,71784
36,37,99037
36,37,1154
36,37,4715
36,37,6046
36,37,18201
36,37,23745
36,37,42026
36,37,54155
36,37,474
36,37,1165
36,37,4726
36,37,6057
36,37,6266
36,37,11572
36,37,19719
36,37,23756
36,37,42037
36,37,54166
36,37,56792
36,37,57078
36,37,70607
36,39,99039
36,39,2902
36,39,13002
36,39,18718
36,39,36167
36,39,73143
36,39,2803
36,39,2913
36,39,11649
36,39,13013
36,39,18729
36,39,21204
36,39,30620
36,39,31379
36,39,36178
36,39,38638
36,39,42202
36,39,49935
36,39,59751
36,39,82480
36,41,99041
36,41,70123
36,41,2572
36,41,5958
36,41,35496
36,41,37374
36,41,37495
36,41,40794
36,41,43412
36,41,48340
36,41,79059
36,43,99043
36,43,16815
36,43,20731
36,43,27188
36,43,34121
36,43,37275
36,43,42741
36,43,47108
36,43,47823
36,43,50573
36,43,58937
36,43,81292
36,43,17431
36,43,19686
36,43,24933
36,43,27199
36,43,28750
36,43,34132
36,43,42664
36,43,42752
36,43,44974
36,43,50584
36,43,53968
36,43,54507
36,43,64254
36,43,64837
36,43,65695
36,43,70794
36,43,78278
36,43,78927
36,43,82568
36,45,99045
36,45,199
36,45,1187
36,45,2286
36,45,6794
36,45,10231
36,45,12353
36,45,12683
36,45,14036
36,45,16089
36,45,19994
36,45,20500
36,45,24075
36,45,29322
36,45,45073
36,45,57551
36,45,64408
36,45,73517
36,45,78608
36,45,79499
36,45,24823
36,45,210
36,45,1176
36,45,2297
36,45,10242
36,45,12364
36,45,13717
36,45,16100
36,45,24086
36,45,34055
36,45,35782
36,45,42015
36,45,43544
36,45,43863
36,45,55398
36,45,56209
36,45,57562
36,45,63341
36,45,64265
36,45,73528
36,45,78619
36,45,82348
36,45,83162
36,49,99049
36,49,12881
36,49,17882
36,49,18135
36,49,19070
36,49,32424
36,49,43720
36,49,44006
36,49,59454
36,49,75682
36,49,19081
36,49,20214
36,49,20555
36,49,30796
36,49,32358
36,49,42125
36,49,42213
36,49,43731
36,49,43995
36,49,45854
36,49,48032
36,49,50001
36,49,55497
36,49,57925
36,49,75693
36,49,78729
36,49,81094
36,51,99051
36,51,3353
36,51,11704
36,51,19664
36,51,28618
36,51,41872
36,51,42323
36,51,42950
36,51,48945
36,51,54078
36,51,3364
36,51,11715
36,51,17618
36,51,28629
36,51,31016
36,51,41883
36,51,42334
36,51,42961
36,51,48956
36,51,51869
36,51,54089
36,51,55508
36,51,59179
36,51,70101
36,51,70475
36,51,81006
36,51,84022
36,53,99053
36,53,12188
36,53,13145
36,53,15561
36,53,20390
36,53,21523
36,53,31709
36,53,44424
36,53,48593
36,53,49220
36,53,54837
36,53,78113
36,53,8587
36,53,13156
36,53,20401
36,53,23305
36,53,25593
36,53,28695
36,53,31720
36,53,41674
36,53,41905
36,53,42422
36,53,44435
36,53,49770
36,53,67785
36,53,71399
36,53,71993
36,55,99055
36,55,8466
36,55,15638
36,55,22865
36,55,25076
36,55,34847
36,55,35364
36,55,58354
36,55,63000
36,55,65959
36,55,70189
36,55,78960
36,55,8246
36,55,15462
36,55,15957
36,55,28442
36,55,30290
36,55,31797
36,55,34099
36,55,37726
36,55,46558
36,55,54474
36,55,56561
36,55,57144
36,55,57221
36,55,58365
36,55,61808
36,55,64144
36,55,72455
36,55,78971
36,55,81402
36,57,99057
36,57,1737
36,57,2066
36,57,12111
36,57,26462
36,57,26880
36,57,26924
36,57,27859
36,57,31291
36,57,49748
36,57,56110
36,57,64639
36,57,2077
36,57,12122
36,57,13816
36,57,26308
36,57,29047
36,57,47614
36,57,47834
36,57,56099
36,57,63561
36,57,64650
36,59,99059
36,59,4803
36,59,5034
36,59,5639
36,59,10132
36,59,13233
36,59,13618
36,59,18597
36,59,22260
36,59,22876
36,59,23217
36,59,25384
36,59,26264
36,59,26352
36,59,27485
36,59,28178
36,59,29113
36,59,30169
36,59,30191
36,59,30213
36,59,33139
36,59,34297
36,59,34308
36,59,34319
36,59,37847
36,59,39309
36,59,39694
36,59,40937
36,59,41432
36,59,41487
36,59,41553
36,59,43335
36,59,43874
36,59,44787
36,59,45106
36,59,45997
36,59,46107
36,59,47405
36,59,47636
36,59,49231
36,59,49330
36,59,50397
36,59,53022
36,59,54562
36,59,54705
36,59,56011
36,59,58475
36,59,58486
36,59,58497
36,59,59531
36,59,63264
36,59,63770
36,59,63792
36,59,63803
36,59,64232
36,59,64430
36,59,65035
36,59,66047
36,59,69023
36,59,71267
36,59,73605
36,59,76331
36,59,76705
36,59,79444
36,59,82117
36,59,82986
36,59,2968
36,59,34000
36,59,53000
36,59,56000
36,61,51000
36,63,99063
36,63,4440
36,63,42147
36,63,43082
36,63,46998
36,63,51055
36,63,53682
36,63,82359
36,63,84143
36,63,11803
36,63,32490
36,63,42158
36,63,43093
36,63,50232
36,63,51033
36,63,57111
36,63,59267
36,63,64034
36,63,68330
36,63,81380
36,63,82370
36,65,99065
36,65,7355
36,65,11847
36,65,16111
36,65,16419
36,65,35144
36,65,50298
36,65,51011
36,65,54848
36,65,55365
36,65,55376
36,65,61115
36,65,63418
36,65,66993
36,65,4528
36,65,76540
36,65,77112
36,65,78663
36,65,81710
36,65,84099
36,65,72521
36,65,2253
36,65,3155
36,65,3309
36,65,7366
36,65,8180
36,65,11858
36,65,19928
36,65,26297
36,65,26385
36,65,26627
36,65,39804
36,65,41762
36,65,45535
36,65,45755
36,65,50309
36,65,56330
36,65,61126
36,65,65134
36,65,71212
36,65,75280
36,65,77123
36,65,77178
36,65,77486
36,65,79862
36,65,80533
36,65,81754
36,67,99067
36,67,4198
36,67,11902
36,67,23052
36,67,23789
36,67,24867
36,67,25527
36,67,38825
36,67,42884
36,67,45018
36,67,45480
36,67,47757
36,67,53660
36,67,67510
36,67,68286
36,67,73000
36,67,75627
36,67,11913
36,67,15704
36,67,16067
36,67,20478
36,67,23800
36,67,24878
36,67,28519
36,67,40266
36,67,44039
36,67,45029
36,67,45491
36,67,54958
36,67,55651
36,67,59036
36,67,64815
36,67,67521
36,67,70057
36,67,75638
36,67,76760
36,69,99069
36,69,12144
36,69,16375
36,69,28640
36,69,44853
36,69,49429
36,69,57518
36,69,67257
36,69,77376
36,69,6945
36,69,8378
36,69,12100
36,69,12155
36,69,21699
36,69,25406
36,69,28651
36,69,29531
36,69,35551
36,69,44864
36,69,49440
36,69,57529
36,69,61544
36,69,66289
36,69,68660
36,69,77387
36,69,79356
36,71,99071
36,71,15297
36,71,18333
36,71,26319
36,71,29542
36,71,30752
36,71,32325
36,71,34495
36,71,46162
36,71,47042
36,71,47988
36,71,48142
36,71,50034
36,71,55673
36,71,59388
36,71,75803
36,71,76210
36,71,77849
36,71,78355
36,71,78465
36,71,68610
36,71,82750
36,71,39853
36,71,7003
36,71,15308
36,71,18300
36,71,18916
36,71,19961
36,71,29553
36,71,30631
36,71,31907
36,71,34550
36,71,47713
36,71,47999
36,71,48153
36,71,48857
36,71,50045
36,71,50848
36,71,75781
36,71,77992
36,71,78366
36,71,78839
36,71,82755
36,73,99073
36,73,1033
36,73,35155
36,73,43918
36,73,46415
36,73,1044
36,73,4572
36,73,12496
36,73,15880
36,73,27958
36,73,39188
36,73,49286
36,73,61742
36,73,66751
36,73,83448
36,75,99075
36,75,13585
36,75,16188
36,75,27815
36,75,32017
36,75,40200
36,75,46811
36,75,55574
36,75,56341
36,75,57661
36,75,59960
36,75,65068
36,75,1055
36,75,1649
36,75,7674
36,75,17904
36,75,29729
36,75,32028
36,75,32688
36,75,46822
36,75,47691
36,75,50342
36,75,55453
36,75,55585
36,75,56154
36,75,56352
36,75,60873
36,75,61533
36,75,65079
36,75,65618
36,75,65992
36,75,77662
36,75,80500
36,75,82073
36,77,99077
36,77,15242
36,77,18047
36,77,28959
36,77,41520
36,77,47229
36,77,48483
36,77,54881
36,77,55618
36,77,61489
36,77,76001
36,77,11209
36,77,11528
36,77,15253
36,77,19895
36,77,23613
36,77,24845
36,77,32589
36,77,41531
36,77,45920
36,77,46910
36,77,47240
36,77,48494
36,77,50485
36,77,54892
36,77,55629
36,77,55695
36,77,58343
36,77,58420
36,77,61467
36,77,63638
36,77,70310
36,77,76012
36,77,79972
36,77,83129
36,79,99079
36,79,8070
36,79,16936
36,79,49781
36,79,12529
36,79,39331
36,79,56748
36,79,57584
36,79,60147
36,79,68924
36,83,99083
36,83,12870
36,83,35474
36,83,49506
36,83,61148
36,83,65475
36,83,75484
36,83,76672
36,83,22557
36,83,6189
36,83,10275
36,83,22117
36,83,29674
36,83,35463
36,83,49517
36,83,52100
36,83,57441
36,83,58398
36,83,58805
36,83,65013
36,83,65486
36,83,65541
36,83,71102
36,87,99087
36,87,29872
36,87,32754
36,87,34660
36,87,54100
36,87,57749
36,87,67708
36,87,69441
36,87,70420
36,87,71894
36,87,76386
36,87,80203
36,87,408
36,87,38934
36,87,48090
36,87,15400
36,87,79174
36,87,50353
36,87,50705
36,87,58992
36,87,15968
36,87,32765
36,87,55211
36,87,60510
36,87,71674
36,89,99089
36,89,12331
36,89,29597
36,89,31830
36,89,34264
36,89,46019
36,89,48571
36,89,54012
36,89,54485
36,89,59564
36,89,61159
36,89,61621
36,89,77728
36,89,7938
36,89,12342
36,89,15792
36,89,16287
36,89,17409
36,89,20038
36,89,20335
36,89,23646
36,89,25791
36,89,27100
36,89,29608
36,89,31841
36,89,34176
36,89,35595
36,89,41564
36,89,42631
36,89,43588
36,89,44391
36,89,44490
36,89,46030
36,89,48582
36,89,51330
36,89,55563
36,89,56374
36,89,57716
36,89,57771
36,89,58266
36,89,59575
36,89,63858
36,89,64221
36,89,71410
36,89,77739
36,91,99091
36,91,4253
36,91,18212
36,91,28101
36,91,46360
36,91,65255
36,91,65750
36,91,69078
36,91,71322
36,91,77431
36,91,78520
36,91,63957
36,91,4220
36,91,13926
36,91,16353
36,91,18223
36,91,19807
36,91,23591
36,91,28112
36,91,30444
36,91,31269
36,91,31489
36,91,44743
36,91,47537
36,91,48318
36,91,53737
36,91,59949
36,91,65244
36,91,71333
36,91,78531
36,91,82403
36,93,99093
36,93,20082
36,93,65508
36,93,65893
36,93,21006
36,93,29366
36,93,51264
36,93,59861
36,93,63935
36,95,99095
36,95,16628
36,95,24713
36,95,46866
36,95,61588
36,95,65585
36,95,66663
36,95,6893
36,95,10154
36,95,12452
36,95,16639
36,95,17651
36,95,24724
36,95,27826
36,95,28981
36,95,38440
36,95,46855
36,95,61599
36,95,65596
36,95,66542
36,95,66641
36,95,72070
36,95,83195
36,97,99097
36,97,11132
36,97,48197
36,97,54452
36,97,78696
36,97,12914
36,97,13112
36,97,20676
36,97,33073
36,97,48186
36,97,55156
36,97,60763
36,97,75924
36,99,99099
36,99,37528
36,99,43214
36,99,55816
36,99,78553
36,99,18663
36,99,25505
36,99,38858
36,99,43225
36,99,55827
36,99,63440
36,99,66333
36,99,75902
36,99,76958
36,99,78564
36,101,99101
36,101,276
36,101,2583
36,101,3331
36,101,4759
36,101,12254
36,101,16727
36,101,18256
36,101,31852
36,101,35672
36,101,53055
36,101,56088
36,101,62061
36,101,65354
36,101,68847
36,101,78850
36,101,287
36,101,3342
36,101,4770
36,101,7740
36,101,11880
36,101,11946
36,101,12265
36,101,12991
36,101,16738
36,101,18267
36,101,19675
36,101,24647
36,101,27551
36,101,30741
36,101,32567
36,101,35661
36,101,35683
36,101,35837
36,101,38319
36,101,42576
36,101,59718
36,101,59982
36,101,60653
36,101,73836
36,101,75440
36,101,75737
36,101,76496
36,101,78861
36,101,78883
36,101,81105
36,101,81457
36,101,82843
36,103,99103
36,103,2044
36,103,2737
36,103,3408
36,103,5672
36,103,5771
36,103,8323
36,103,20379
36,103,22183
36,103,30576
36,103,32963
36,103,37022
36,103,42554
36,103,43005
36,103,51286
36,103,52188
36,103,53396
36,103,54430
36,103,54617
36,103,56660
36,103,59157
36,103,60422
36,103,64485
36,103,64881
36,103,67191
36,103,68462
36,103,77519
36,103,80181
36,103,64452
36,103,46085
36,103,80186
36,103,37840
36,103,59355
36,103,40530
36,103,4000
36,103,10000
36,103,22194
36,103,37000
36,103,38000
36,103,61984
36,103,66839
36,103,68000
36,103,68473
36,103,69463
36,105,99105
36,105,6959
36,105,38506
36,105,42224
36,105,48175
36,105,82953
36,105,83272
36,105,6310
36,105,11759
36,105,16661
36,105,20104
36,105,25241
36,105,26528
36,105,27573
36,105,34473
36,105,42235
36,105,43786
36,105,44809
36,105,49847
36,105,63176
36,105,73627
36,105,75759
36,107,99107
36,107,12210
36,107,49902
36,107,51110
36,107,55882
36,107,70167
36,107,78806
36,107,4671
36,107,6145
36,107,12221
36,107,49913
36,107,51121
36,107,55893
36,107,61511
36,107,70178
36,107,73968
36,109,99109
36,109,13079
36,109,20951
36,109,27529
36,109,30961
36,109,38077
36,109,75506
